batch_size,mutation_rate,problem_path,init_type,fitness_type,solved_time
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0121.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0634.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0699.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0714.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0561.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0425.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0219.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0868.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0231.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0329.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0907.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0320.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0674.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0333.mwcnf,uniform,sum_or_nothing,
