method,result,elapsed,args
solve_dynamic_cost,36950.0,0.9156308174133301,-I 61 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.0 -c uni
solve_dynamic_cost,14549.0,0.24287199974060059,-I 201 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.5 -c strong
solve_bruteforce,41940.0,0.0006029605865478516,-I 61 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.0 -c uni
solve_branch_bound,0.0,0.0004012584686279297,-I 1 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.0 -c uni
solve_branch_bound,0.0,0.0003972053527832031,-I 161 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.0 -c corr
solve_branch_bound,0.0,0.0003998279571533203,-I 301 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.0 -c uni
solve_dynamic_cost,28269.0,0.6339128017425537,-I 281 -N 10 -n 24 -W 3000 -C 3000 -w light -m 2.0 -c corr
solve_branch_bound,29672.0,0.0006148815155029297,-I 421 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 2.0 -c uni
solve_bruteforce,26884.0,0.5124831199645996,-I 331 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.5 -c uni
solve_bruteforce,0.0,0.00035190582275390625,-I 151 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.0 -c uni
solve_dynamic_cost,50233.0,0.9539752006530762,-I 381 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.0 -c strong
solve_greedy,42195.0,5.6743621826171875e-05,-I 271 -N 10 -n 24 -W 3000 -C 3000 -w light -m 2.0 -c uni
solve_bruteforce,50576.0,0.0005147457122802734,-I 381 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.0 -c strong
solve_bruteforce,46560.0,0.0005030632019042969,-I 401 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.5 -c corr
solve_greedy,37758.0,4.601478576660156e-05,-I 81 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.0 -c strong
solve_greedy,0.0,2.8133392333984375e-05,-I 321 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.0 -c strong
solve_dynamic_cost,28269.0,0.7445549964904785,-I 221 -N 10 -n 24 -W 3000 -C 3000 -w light -m 1.0 -c corr
solve_branch_bound,15823.0,15.36179518699646,-I 201 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.5 -c strong
solve_dynamic_cost,24426.0,0.774216890335083,-I 31 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.5 -c uni
solve_greedy,34216.0,6.103515625e-05,-I 421 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 2.0 -c uni
solve_greedy,28985.0,4.696846008300781e-05,-I 71 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.0 -c corr
solve_greedy,28238.0,4.076957702636719e-05,-I 181 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.5 -c uni
